time,latitude,longitude,depth_km,magnitude,mag_type,place
2024-09-15T11:42:49.979Z,31.5569,131.7598,40.957,4.5,mb,"37 km E of Nichinan, Japan"
2024-09-15T11:15:17.681Z,-4.0637,141.7238,108.308,4.9,mb,"122 km W of Ambunti, Papua New Guinea"
2024-09-15T09:54:33.875Z,-7.3767,106.6662,51.169,5,mww,"44 km SSE of Pelabuhanratu, Indonesia"
2024-09-15T08:17:02.988Z,40.8723,84.2291,10,4.7,mb,"143 km SE of Kuqa, China"
2024-09-15T08:07:51.294Z,-17.4095,167.769,47.604,4.9,mb,"68 km WNW of Port-Vila, Vanuatu"
2024-09-15T05:16:04.683Z,13.1119,-89.9131,27.072,4.7,mwr,"54 km S of Acajutla, El Salvador"
2024-09-15T04:58:33.250Z,13.0626,-89.9141,29.796,5.2,mww,"59 km S of Acajutla, El Salvador"
2024-09-15T04:35:08.416Z,26.0781,125.0372,154.082,4.5,mb,"143 km N of Hirara, Japan"
2024-09-15T04:13:39.096Z,22.5936,144.1446,33.92,4.6,mb,"Volcano Islands, Japan region"
2024-09-15T03:34:51.000Z,-6.9953,154.8073,10,4.5,mb,"106 km SW of Panguna, Papua New Guinea"
2024-09-15T02:54:59.119Z,-27.4235,-67.2292,138.724,4.8,mww,"25 km NW of La Puerta de San José, Argentina"
2024-09-15T02:00:14.953Z,13.0722,-89.8973,36.05,4.6,mwr,"58 km S of Acajutla, El Salvador"
2024-09-15T01:42:00.054Z,25.9698,128.4673,17.403,4.5,mb,"71 km SE of Katsuren-haebaru, Japan"
2024-09-14T21:37:37.604Z,1.8932,99.0554,127.607,5,mww,"34 km ENE of Sibolga, Indonesia"
2024-09-14T18:50:11.049Z,17.8167,119.7659,10,4.5,mb,"64 km WNW of Puro Pinget, Philippines"
2024-09-14T18:14:14.280Z,17.8486,119.7388,10,4.5,mb,"68 km WNW of Puro Pinget, Philippines"
2024-09-14T14:33:42.339Z,54.6823,-156.8149,1.9,4.5,mb,"201 km SE of Perryville, Alaska"
2024-09-14T11:50:46.488Z,13.1154,144.0626,10.676,4.5,mb,"67 km WSW of Merizo Village, Guam"
2024-09-14T11:46:19.105Z,13.0834,144.1863,9.566,4.6,mb,"56 km WSW of Merizo Village, Guam"
2024-09-14T11:41:32.385Z,13.0307,144.2535,10,5.5,mww,"52 km WSW of Merizo Village, Guam"
2024-09-14T10:56:45.207Z,6.185,92.1763,10,4.9,mb,"Nicobar Islands, India region"
2024-09-14T04:46:06.936Z,42.6745,142.5855,109.259,4.5,mb,"38 km ENE of Biratori, Japan"
2024-09-14T04:15:19.957Z,7.2808,-35.8294,10,4.8,mb,central Mid-Atlantic Ridge
2024-09-14T03:42:47.700Z,10.9144,138.8505,10,4.6,mb,"174 km NNE of Colonia, Micronesia"
2024-09-14T03:20:32.451Z,-34.235,-178.9878,10,5,mb,south of the Kermadec Islands
2024-09-14T03:08:01.516Z,11.1131,138.7423,10,4.6,mb,"189 km NNE of Colonia, Micronesia"
2024-09-14T02:02:59.995Z,-15.4064,168.2957,10,5,mww,"120 km NE of Norsup, Vanuatu"
2024-09-14T01:31:07.580Z,-8.8316,115.4826,115.489,4.5,mb,"27 km E of Nusa Dua, Indonesia"
2024-09-13T23:03:41.334Z,29.8106,130.9208,30,5.7,mww,"59 km SE of Koshima, Japan"
2024-09-13T22:41:18.513Z,-14.7928,-173.2453,10,4.6,mb,"141 km NNE of Hihifo, Tonga"
2024-09-13T22:01:47.977Z,17.8693,119.7185,10,4.7,mb,"71 km WNW of Puro Pinget, Philippines"
2024-09-13T22:00:03.171Z,-9.1722,110.332,35,4.7,mb,"134 km S of Pundong, Indonesia"
2024-09-13T21:21:09.216Z,13.0997,-89.9087,35,4.9,mww,"55 km S of Acajutla, El Salvador"
2024-09-13T18:51:47.826Z,-6.3665,148.7363,77.576,4.7,mb,"91 km W of Kandrian, Papua New Guinea"
2024-09-13T18:29:56.807Z,31.4862,86.5483,37.678,4.9,mb,"271 km NNE of Saga, China"
2024-09-13T17:31:24.246Z,4.9515,126.7812,67.573,4.7,mb,"154 km ESE of Sarangani, Philippines"
2024-09-13T17:19:50.897Z,-9.201,110.289,46.56,4.6,mb,"138 km S of Pundong, Indonesia"
2024-09-13T15:15:10.396Z,-13.4652,-74.7429,88.926,4.8,mb,"28 km NW of Vilcanchos, Peru"
2024-09-13T13:13:35.043Z,8.527,127.355,10,4.5,mb,"109 km ENE of Barcelona, Philippines"
2024-09-13T12:27:23.125Z,33.6447,85.2829,10,4.5,mb,western Xizang
2024-09-13T12:01:44.227Z,17.697,146.1638,130.9,4.6,mb,"278 km N of Saipan, Northern Mariana Islands"
2024-09-13T10:41:37.269Z,-30.0268,-177.5693,35,4.7,mb,"Kermadec Islands, New Zealand"
2024-09-13T10:01:09.252Z,33.8365,82.1939,10,4.6,mb,"292 km S of Aqqan, China"
2024-09-13T09:22:52.460Z,11.6903,95.0031,10,4.7,mb,"246 km E of Port Blair, India"
2024-09-13T08:31:33.919Z,-35.1616,179.3479,89.896,4.5,mb,"286 km NNE of Hicks Bay, New Zealand"
2024-09-13T08:29:30.767Z,-34.9851,-179.2702,10,4.7,mb,south of the Kermadec Islands
2024-09-13T08:23:56.652Z,-35.1072,-179.2287,11.47,5.1,mww,east of the North Island of New Zealand
2024-09-13T07:49:53.421Z,21.7204,143.7344,208.126,4.5,mb,Mariana Islands region
2024-09-13T06:33:47.161Z,4.6972,126.5809,60.965,5,mww,"146 km ESE of Sarangani, Philippines"
2024-09-13T05:49:01.597Z,-29.9197,-177.5115,35,4.5,mb,"Kermadec Islands, New Zealand"
2024-09-12T23:51:25.880Z,-22.5418,-68.5215,108.039,4.7,mb,"42 km ESE of Calama, Chile"
2024-09-12T23:48:17.804Z,30.9789,141.3145,45.941,5.2,mww,"Izu Islands, Japan region"
2024-09-12T23:27:20.138Z,-8.1263,-77.9005,53.467,4.5,mb,"9 km NE of Mollepata, Peru"
2024-09-12T22:06:45.684Z,17.8635,119.6665,18.166,4.7,mb,"76 km WNW of Puro Pinget, Philippines"
2024-09-12T20:28:36.797Z,-22.427,173.4615,50.601,4.6,mb,southeast of the Loyalty Islands
2024-09-12T19:23:57.195Z,-5.4802,146.951,190.247,4.6,mb,"132 km ESE of Madang, Papua New Guinea"
2024-09-12T18:59:00.941Z,-34.714,-179.1684,10,4.7,mb,south of the Kermadec Islands
2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.7124691938064,mw,"6 km N of Malibu, CA"
2024-09-12T13:59:32.788Z,27.5357,141.8488,44.755,4.7,mb,"Bonin Islands, Japan region"
2024-09-12T07:39:53.799Z,17.9311,40.0637,10,4.9,mb,"225 km WSW of Bariq, Saudi Arabia"
2024-09-12T06:46:13.194Z,17.8945,40.1074,10,4.9,mb,"224 km WSW of Bariq, Saudi Arabia"
2024-09-12T06:20:56.984Z,17.8189,40.1609,10,4.7,mb,"222 km W of Ad Darb, Saudi Arabia"
2024-09-12T06:20:23.033Z,12.0127,143.7299,10,5.1,mb,"172 km SW of Merizo Village, Guam"
2024-09-12T02:43:18.238Z,35.625,140.228,51.05,4.5,mb,"6 km ESE of Yotsukaidō, Japan"
2024-09-11T22:31:50.443Z,-21.5303,-179.2063,601.587,4.5,mb,Fiji region
2024-09-11T20:44:48.798Z,-15.2395,168.4832,10,4.5,mb,"145 km ENE of Luganville, Vanuatu"
2024-09-11T20:36:25.676Z,-15.263,168.1901,17.258,4.9,mb,"113 km ENE of Luganville, Vanuatu"
2024-09-11T19:52:23.809Z,-15.2249,168.1888,16.108,5,mb,"114 km ENE of Luganville, Vanuatu"
2024-09-11T19:49:46.256Z,-15.1607,168.1775,10,4.7,mb,"116 km ENE of Luganville, Vanuatu"
2024-09-11T19:41:56.619Z,-15.2492,168.0944,10,4.6,mb,"104 km ENE of Luganville, Vanuatu"
2024-09-11T19:26:11.027Z,-15.1919,168.2592,10,4.8,mb,"123 km ENE of Luganville, Vanuatu"
2024-09-11T19:22:55.878Z,-15.257,168.0658,18.766,5.8,mww,"101 km ENE of Luganville, Vanuatu"
2024-09-11T18:46:56.258Z,-15.3075,167.9619,10,5.1,mb,"88 km ENE of Luganville, Vanuatu"
2024-09-11T18:17:57.734Z,-15.2845,168.2762,12,5.7,mww,"122 km ENE of Luganville, Vanuatu"
2024-09-11T18:01:53.166Z,-8.0073,117.2259,12.041,4.6,mb,"52 km NNW of Pototano, Indonesia"
2024-09-11T17:38:16.912Z,18.7499,145.5932,171.658,4.6,mb,"Pagan region, Northern Mariana Islands"
2024-09-11T16:51:12.364Z,-3.3795,146.4075,10,4.8,mb,"177 km SSW of Lorengau, Papua New Guinea"
2024-09-11T16:46:05.054Z,-3.2871,146.4088,8,6.3,mww,"168 km SW of Lorengau, Papua New Guinea"
2024-09-11T16:12:03.088Z,-27.8454,-179.7557,424.732,4.6,mb,Kermadec Islands region
2024-09-11T14:40:51.664Z,-28.9648,-69.5177,110.393,4.7,mb,"128 km ESE of Vallenar, Chile"
2024-09-11T13:41:10.068Z,23.8207,121.6667,45.444,4.5,mwr,"18 km SSE of Hualien City, Taiwan"
2024-09-11T12:46:32.073Z,-15.8094,167.8347,138.031,4.5,mb,"54 km ENE of Norsup, Vanuatu"
2024-09-11T07:28:02.928Z,31.2637,70.5845,31,5.1,mwb,"35 km W of Karor, Pakistan"
2024-09-11T07:16:31.819Z,-60.0425,-23.6838,10,4.6,mb,South Sandwich Islands region
2024-09-11T04:37:58.832Z,-6.3145,146.3719,111.806,4.5,mb,"56 km E of Kainantu, Papua New Guinea"
2024-09-11T04:22:27.247Z,37.855,22.3745,20.322,4.6,mb,"20 km NNE of Levídion, Greece"
2024-09-11T03:41:40.218Z,-30.1086,60.7503,10,4.5,mb,Southwest Indian Ridge
2024-09-11T00:19:58.508Z,-18.1367,-69.4764,117.886,4.8,mb,"65 km SE of Palca, Peru"
2024-09-10T23:57:23.138Z,-55.8718,-26.3272,10,5,mb,South Sandwich Islands region
2024-09-10T23:50:39.182Z,-55.8712,-26.174,10,5.7,mb,South Sandwich Islands region
2024-09-10T22:15:32.195Z,-55.8337,-26.1266,10,4.6,mb,South Sandwich Islands region
2024-09-10T22:12:09.679Z,-55.8234,-26.1063,10,4.6,mb,South Sandwich Islands region
2024-09-10T22:01:21.115Z,-55.8068,-26.2394,10,5.1,mb,South Sandwich Islands region
2024-09-10T21:48:45.181Z,-55.8717,-26.1777,10,5,mb,South Sandwich Islands region
2024-09-10T21:43:07.338Z,-56.0642,-26.1377,10,4.8,mb,South Sandwich Islands region
2024-09-10T21:39:12.501Z,-55.8493,-26.1325,10,5.1,mb,South Sandwich Islands region
2024-09-10T21:18:56.482Z,-55.8346,-26.1345,10,5,mb,South Sandwich Islands region
2024-09-10T21:02:49.803Z,-15.4321,-173.7481,48.605,5,mb,"58 km N of Hihifo, Tonga"
2024-09-10T18:02:13.531Z,-55.8062,-26.0963,10,4.7,mb,South Sandwich Islands region
2024-09-10T10:32:46.891Z,-53.033,26.0391,10,4.5,mb,south of Africa
2024-09-10T10:02:31.804Z,-7.0106,130.0817,126.622,4.6,mb,"Pulau Pulau Tanimbar, Indonesia"
2024-09-10T05:28:16.162Z,13.9897,145.4688,103.157,4.5,mb,"80 km NE of Yigo Village, Guam"
2024-09-10T05:11:06.806Z,-8.6863,124.1939,125.81,4.8,mww,"60 km NNW of Pante Makasar, Timor Leste"
2024-09-10T04:59:11.161Z,-30.4529,-177.576,10,5,mb,"Kermadec Islands, New Zealand"
2024-09-10T04:26:10.900Z,-5.0177,152.1774,67.843,4.7,mb,"75 km S of Kokopo, Papua New Guinea"
2024-09-10T04:17:52.544Z,-38.4606,178.7683,10,4.8,mb,"65 km ENE of Wainui, New Zealand"
2024-09-10T02:15:57.862Z,-22.2042,-179.1924,540.542,4.5,mb,south of the Fiji Islands
2024-09-10T01:27:37.144Z,-55.9556,-27.952,119.68,4.7,mb,South Sandwich Islands region
2024-09-10T00:53:39.171Z,-26.6772,-176.3359,35,5,mb,south of the Fiji Islands
2024-09-09T21:01:29.242Z,4.3404,126.7337,48.5,5.1,mww,"183 km SE of Sarangani, Philippines"
2024-09-09T20:11:39.806Z,-53.9899,6.8568,10,4.6,mb,Bouvet Island region
2024-09-09T19:31:30.433Z,17.8738,119.8096,20.062,4.5,mb,"62 km WNW of Puro Pinget, Philippines"
2024-09-09T17:37:09.146Z,-6.2802,-107.1062,10,5.4,mww,central East Pacific Rise
2024-09-09T16:28:20.830Z,-6.2441,151.8764,54.272,4.8,mb,"207 km ESE of Kimbe, Papua New Guinea"
2024-09-09T15:02:53.941Z,-29.6808,-176.1815,10,5,mb,Kermadec Islands region
2024-09-09T13:59:41.836Z,-35.2915,-179.4175,10,4.5,mb,east of the North Island of New Zealand
2024-09-09T09:56:46.408Z,12.344,143.7834,39.135,4.6,mb,"140 km SW of Merizo Village, Guam"
2024-09-09T09:13:51.530Z,-21.4247,-173.656,10,4.9,mb,"135 km E of ‘Ohonua, Tonga"
2024-09-09T09:13:12.030Z,-5.9868,146.6273,58.147,4.6,mb,"90 km ENE of Kainantu, Papua New Guinea"
2024-09-09T08:49:53.652Z,-35.4045,-179.6711,10,4.7,mb,east of the North Island of New Zealand
2024-09-09T07:17:37.335Z,40.369,141.0621,110.982,4.5,mb,"25 km NW of Ichinohe, Japan"
2024-09-09T06:47:26.316Z,29.3059,130.3692,35,4.8,mb,"103 km S of Yudomari, Japan"
2024-09-09T06:08:43.734Z,-22.498,69.1885,10,5,mb,Mid-Indian Ridge
2024-09-08T23:15:32.438Z,-4.1123,142.9635,66.504,5,mww,"19 km NE of Ambunti, Papua New Guinea"
2024-09-08T21:13:08.839Z,-56.6158,-27.2342,144.374,5.1,mb,South Sandwich Islands region
2024-09-08T19:28:00.317Z,11.0118,125.7808,41.792,4.9,mww,"6 km ESE of Guiuan, Philippines"
2024-09-08T15:46:04.370Z,-35.1913,-74.0854,15.601,4.5,mb,"153 km W of Constitución, Chile"
2024-09-08T14:53:24.791Z,-10.808,166.25,191.245,5,mww,"50 km E of Lata, Solomon Islands"
2024-09-08T11:03:20.129Z,5.7845,126.286,113.935,4.6,mb,"64 km S of Pondaguitan, Philippines"
2024-09-08T10:17:12.356Z,54.3135,161.7581,54.035,4.9,mb,"197 km SE of Atlasovo, Russia"
2024-09-08T10:06:26.264Z,8.9706,125.262,72.126,4.7,mb,"3 km S of Tagcatong, Philippines"
2024-09-08T07:40:46.485Z,-27.8217,-67.387,116.572,4.8,mb,"27 km WSW of Londres, Argentina"
2024-09-08T07:37:20.132Z,-22.0288,169.9225,10,4.5,mb,"217 km ESE of Tadine, New Caledonia"
2024-09-08T06:23:46.494Z,-20.9535,-68.9848,112.43,4.9,mww,"81 km WNW of Ollagüe, Chile"
2024-09-08T05:29:00.560Z,-22.075,169.7349,10,5.4,mww,"200 km ESE of Tadine, New Caledonia"
2024-09-08T05:01:40.450Z,-7.3916,156.1867,35.938,5.3,mww,"106 km NW of Gizo, Solomon Islands"
2024-09-08T04:22:25.312Z,-32.5799,-178.9861,79.902,5.1,mb,south of the Kermadec Islands
2024-09-08T02:45:00.969Z,-12.4524,166.532,46.956,5.1,mb,"192 km NW of Sola, Vanuatu"
2024-09-08T02:08:19.678Z,39.938,143.0596,40.869,4.6,mb,"101 km ENE of Miyako, Japan"
2024-09-08T01:41:53.492Z,37.4864,142.1066,42.019,4.7,mb,"97 km E of Namie, Japan"
2024-09-07T23:09:55.894Z,19.5571,-75.5887,10,4.5,mb,"57 km SSE of Santiago de Cuba, Cuba"
2024-09-07T22:51:17.172Z,39.8611,143.1206,39.544,4.9,mb,"103 km ENE of Miyako, Japan"
2024-09-07T22:39:08.385Z,-21.3109,-173.822,10,5.8,mww,"117 km E of ‘Ohonua, Tonga"
2024-09-07T22:20:35.658Z,-5.7233,149.4668,167.796,4.5,mb,"54 km N of Kandrian, Papua New Guinea"
2024-09-07T21:54:26.196Z,-15.3254,-173.2245,10,4.8,mb,"92 km NE of Hihifo, Tonga"
2024-09-07T20:13:33.303Z,38.7752,55.4988,10,4.7,mb,"52 km S of Bereket, Turkmenistan"
2024-09-07T16:12:37.746Z,25.5663,141.0083,186.195,4.7,mb,"Volcano Islands, Japan region"
2024-09-07T14:01:01.088Z,24.7682,125.4017,49.684,4.6,mb,"9 km ESE of Miyakojima, Japan"
2024-09-07T13:42:52.564Z,32.2043,137.7326,384.984,5.2,mww,"230 km SE of Kushimoto, Japan"
2024-09-07T09:51:39.415Z,-23.9128,-66.6173,189.952,4.6,mb,"45 km NW of San Antonio de los Cobres, Argentina"
2024-09-07T08:21:26.101Z,-35.7134,-100.6652,10,5.3,mww,southeast of Easter Island
2024-09-07T06:31:10.994Z,37.3103,37.0627,4.096,5,mww,"28 km SW of Pazarcık, Turkey"
2024-09-07T05:16:51.044Z,23.9108,121.7254,24.963,4.9,mww,"14 km ESE of Hualien City, Taiwan"
2024-09-07T04:13:46.436Z,-19.8858,-69.2785,99.214,4.5,mb,"53 km ENE of Huara, Chile"
2024-09-07T01:51:40.107Z,-8.4371,115.3374,10,4.9,mb,"11 km NE of Ubud, Indonesia"
2024-09-07T01:14:07.236Z,-4.0183,136.8692,147.292,4.5,mb,"168 km ESE of Nabire, Indonesia"
2024-09-07T00:02:38.771Z,3.2356,128.1094,61.256,4.6,mb,"167 km N of Tobelo, Indonesia"
2024-09-06T22:55:48.613Z,-16.85,-174.1598,88.226,4.7,mb,"106 km SSW of Hihifo, Tonga"
2024-09-06T19:02:01.444Z,-8.1642,106.829,10.274,5,mb,"126 km SSW of Banjar, Indonesia"
2024-09-06T18:56:51.634Z,-58.3228,-139.955,10,5,mb,Pacific-Antarctic Ridge
2024-09-06T18:10:38.678Z,7.035,127.101,10,4.6,mb,"64 km ESE of Santiago, Philippines"
2024-09-06T17:30:38.508Z,-35.3672,-179.4328,10,5,mww,east of the North Island of New Zealand
2024-09-06T15:52:38.308Z,13.3537,-90.7453,48.832,5.1,mww,"64 km S of Puerto San José, Guatemala"
2024-09-06T14:44:04.765Z,-58.4127,-15.8586,10,4.5,mb,east of the South Sandwich Islands
2024-09-06T14:24:59.611Z,-49.0629,164.5975,32.055,5.2,mww,"Auckland Islands, New Zealand region"
2024-09-06T11:23:13.902Z,37.0749,141.7751,41.529,4.7,mb,"73 km ESE of Tomioka, Japan"
2024-09-06T10:12:58.767Z,-28.6734,-69.6082,123,5.7,mww,"113 km E of Vallenar, Chile"
2024-09-06T07:41:42.151Z,-24.1723,-66.9685,185.062,4.5,mb,"66 km W of San Antonio de los Cobres, Argentina"
2024-09-06T07:39:46.828Z,5.6967,125.0407,80.511,4.7,mb,"17 km S of Malbang, Philippines"
2024-09-06T01:06:35.535Z,-5.4079,102.6434,19.632,5.3,mb,"166 km SSW of Pagar Alam, Indonesia"
2024-09-06T00:45:01.898Z,-58.92,-25.1749,35,4.5,mb,South Sandwich Islands region
2024-09-05T21:28:24.456Z,20.3838,122.0101,10,4.5,mb,"8 km SSE of Basco, Philippines"
2024-09-05T21:14:51.454Z,11.1208,-43.6907,10,4.6,mb,northern Mid-Atlantic Ridge
2024-09-05T18:12:40.376Z,52.6274,-34.3303,10,5.5,mww,Reykjanes Ridge
2024-09-05T17:40:06.849Z,14.7317,55.8083,10,4.6,mb,Owen Fracture Zone region
2024-09-05T16:59:16.564Z,4.4666,128.0586,60.998,4.5,mb,"295 km SE of Pondaguitan, Philippines"
2024-09-05T15:28:58.554Z,-32.7863,-179.0489,46.682,5.2,mb,south of the Kermadec Islands
2024-09-05T15:10:28.419Z,9.9454,122.4246,32.448,4.5,mb,"2 km W of Linaon, Philippines"
2024-09-05T13:40:07.857Z,-1.4943,-13.3094,10,4.6,mb,north of Ascension Island
2024-09-05T11:52:07.337Z,36.0025,70.3122,119.226,4.6,mb,"75 km SSE of Farkhār, Afghanistan"
2024-09-05T11:44:29.827Z,-31.4282,-69.4398,104.965,4.5,mb,"10 km S of Calingasta, Argentina"
2024-09-05T10:38:27.509Z,-19.1241,-67.3092,239,5.7,mww,"61 km WSW of Challapata, Bolivia"
2024-09-05T08:25:17.214Z,-33.7702,-179.4716,35,4.9,mb,south of the Kermadec Islands
2024-09-05T08:14:29.480Z,-52.9537,25.517,10,4.7,mb,south of Africa
2024-09-05T07:08:17.464Z,1.6713,127.1522,123.08,4.5,mb,"95 km W of Tobelo, Indonesia"
2024-09-05T07:01:44.578Z,-15.5437,166.7985,10,4.5,mb,"39 km W of Luganville, Vanuatu"
2024-09-05T05:26:58.983Z,4.7371,-82.7365,10,4.9,mww,south of Panama
2024-09-05T04:31:28.758Z,-0.2348,124.5515,36.451,5.2,mb,"76 km S of Modisi, Indonesia"
2024-09-05T03:10:09.694Z,-59.3035,-151.8606,10,4.5,mb,Pacific-Antarctic Ridge
2024-09-05T02:57:05.562Z,48.5476,154.4465,80.088,4.5,mb,"265 km SSW of Severo-Kuril’sk, Russia"
2024-09-05T02:38:43.123Z,-59.3693,-151.3936,10,4.6,mb,Pacific-Antarctic Ridge
2024-09-05T01:03:15.672Z,-3.5428,144.1953,7,6.2,mww,"59 km NNE of Angoram, Papua New Guinea"
2024-09-04T19:09:19.256Z,-10.7702,165.8853,104.511,5.4,mww,"10 km ESE of Lata, Solomon Islands"
2024-09-04T17:30:45.997Z,5.2666,-82.5432,10,4.8,mww,"298 km SW of Arenas, Panama"
2024-09-04T16:39:25.394Z,5.2462,-82.5712,10,4.8,mb,south of Panama
2024-09-04T16:17:08.318Z,-2.2874,100.8712,71.113,4.5,mb,"63 km WSW of Sungai Penuh, Indonesia"
2024-09-04T15:26:30.603Z,-23.0578,172.4887,67.883,4.5,mb,southeast of the Loyalty Islands
2024-09-04T14:32:38.843Z,-6.8001,155.4318,67.332,4.7,mb,"53 km S of Panguna, Papua New Guinea"
2024-09-04T13:56:15.567Z,-23.0314,171.045,10,4.5,mb,southeast of the Loyalty Islands
2024-09-04T09:40:44.266Z,-7.508,126.491,10,5,mb,"107 km N of Baukau, Timor Leste"
2024-09-04T03:17:29.143Z,48.323,154.8416,35,4.7,mb,"277 km SSW of Severo-Kuril’sk, Russia"
2024-09-04T01:19:05.355Z,-21.2967,170.139,110.982,5,mww,"213 km SSE of Isangel, Vanuatu"
2024-09-03T23:55:46.113Z,14.8504,122.5404,10,5,mb,"23 km NE of Casuguran, Philippines"
2024-09-03T23:16:44.482Z,14.864,122.5951,16.815,5.3,mww,"28 km NE of Casuguran, Philippines"
2024-09-03T21:29:52.079Z,34.6708,32.2557,17.392,4.9,mb,"19 km SW of Paphos, Cyprus"
2024-09-03T16:31:15.201Z,64.5882,-17.3212,10,5.1,mww,"108 km WNW of Höfn, Iceland"
2024-09-03T14:30:33.757Z,29.2742,142.4938,10,4.6,mb,"Izu Islands, Japan region"
2024-09-03T13:36:41.728Z,5.3427,126.3604,11.086,4.8,mb,"99 km E of Sarangani, Philippines"
2024-09-03T12:43:38.284Z,-2.2489,125.5923,10,4.6,mb,"47 km WSW of Sanana, Indonesia"
2024-09-03T09:18:26.736Z,52.8816,160.292,35,4.7,mb,"113 km E of Petropavlovsk-Kamchatsky, Russia"
2024-09-03T09:01:15.498Z,-7.0984,129.089,148.565,4.6,mb,"279 km NE of Lospalos, Timor Leste"
2024-09-03T08:46:17.594Z,5.5662,126.795,61.074,4.5,mb,"111 km SE of Pondaguitan, Philippines"
2024-09-03T07:01:11.671Z,-20.7714,-173.8465,10,4.8,mb,"118 km SSE of Pangai, Tonga"
2024-09-03T03:04:42.957Z,11.8539,125.4031,52.42,4.5,mb,"3 km WSW of Mantang, Philippines"
2024-09-03T01:21:40.316Z,-45.5961,-76.6765,10,5.3,mww,"Off the coast of Aisen, Chile"
2024-09-03T01:16:40.375Z,-45.671,-76.8296,10,4.9,mww,"Off the coast of Aisen, Chile"
2024-09-03T00:44:53.247Z,-17.9446,-178.0978,531.231,4.6,mb,"274 km E of Levuka, Fiji"
2024-09-02T19:23:45.205Z,-24.7322,179.5259,528.94,4.9,mb,south of the Fiji Islands
2024-09-02T11:02:57.629Z,3.277,-84.0792,10,4.8,mww,off the coast of Central America
2024-09-02T10:24:56.771Z,-23.0356,-66.6186,223.558,4.5,mb,"98 km WNW of El Aguilar, Argentina"
2024-09-02T08:26:25.393Z,23.861,121.669,37.627,5,mww,"14 km SSE of Hualien City, Taiwan"
2024-09-02T07:32:54.590Z,-6.9259,155.5831,35,4.5,mb,"68 km S of Panguna, Papua New Guinea"
2024-09-02T05:23:56.961Z,-18.8453,-177.363,569.828,4.5,mb,Fiji region
2024-09-02T03:16:39.768Z,-36.2422,-100.5424,10,5.3,mww,southeast of Easter Island
2024-09-02T00:39:35.616Z,4.4904,96.3353,10,4.9,mb,"44 km NNE of Meulaboh, Indonesia"
2024-09-02T00:39:08.396Z,4.4509,96.4009,10,4.6,mb,"45 km NE of Meulaboh, Indonesia"
2024-09-01T23:39:50.050Z,26.3974,125.6718,143.284,4.7,mb,"180 km NNE of Hirara, Japan"
2024-09-01T21:49:33.033Z,-31.435,-178.4086,16.242,4.5,mb,Kermadec Islands region
2024-09-01T20:36:24.994Z,53.0462,160.2533,35,4.6,mb,"109 km E of Petropavlovsk-Kamchatsky, Russia"
2024-09-01T20:13:34.201Z,-6.8295,155.5297,39,6.4,mww,"56 km S of Panguna, Papua New Guinea"
2024-09-01T19:59:25.436Z,3.7986,126.5018,46.933,5,mb,"211 km SSE of Sarangani, Philippines"
2024-09-01T17:17:25.866Z,31.1533,-40.928,10,4.5,mb,northern Mid-Atlantic Ridge
2024-09-01T17:09:14.280Z,-11.2878,162.2259,10,4.9,mb,"98 km SSE of Kirakira, Solomon Islands"
2024-09-01T16:31:03.237Z,-22.6067,172.809,44.934,5.1,mww,southeast of the Loyalty Islands
2024-09-01T15:46:33.519Z,26.3994,-44.5665,10,4.8,mb,northern Mid-Atlantic Ridge
2024-09-01T15:32:04.435Z,29.3764,142.4356,10,4.7,mb,"Izu Islands, Japan region"
2024-09-01T13:20:21.252Z,59.6425,-151.5216,47.7,4.5,mwr,"1 km E of Homer, Alaska"
2024-09-01T10:56:17.941Z,-10.9284,161.3567,10,4.5,mb,"80 km SW of Kirakira, Solomon Islands"
2024-09-01T07:38:19.520Z,-5.8799,149.5469,97.103,5.2,mww,"36 km N of Kandrian, Papua New Guinea"
2024-09-01T07:27:55.651Z,-23.7857,-175.3628,27.634,4.5,mb,"273 km S of ‘Ohonua, Tonga"
2024-09-01T03:42:49.557Z,8.1965,91.7229,10,5.2,mww,"Nicobar Islands, India region"
2024-09-01T02:28:41.780Z,35.5031,138.9388,37.932,4.6,mb,"8 km ENE of Oshino, Japan"
2024-09-01T01:55:06.334Z,-10.4092,66.422,10,4.6,mb,Mid-Indian Ridge
2024-09-01T00:53:14.857Z,-57.9294,-25.6883,39.749,5.4,mww,South Sandwich Islands region
2024-09-01T00:49:26.519Z,4.8108,125.3428,10,5,mb,"66 km SSW of Sarangani, Philippines"
2024-08-31T23:50:33.242Z,-22.5995,172.9275,35,4.5,mb,southeast of the Loyalty Islands
2024-08-31T19:57:40.187Z,-64.4302,174.8027,10,4.8,mb,Balleny Islands region
2024-08-31T18:21:42.072Z,23.8035,121.6994,24.514,4.5,mwr,"21 km SSE of Hualien City, Taiwan"
2024-08-31T16:43:57.191Z,50.6354,87.3764,16.701,4.5,mb,"41 km W of Ulagan, Russia"
2024-08-31T16:41:18.353Z,-23.2477,-179.935,527.624,4.6,mb,south of the Fiji Islands
2024-08-31T13:26:49.962Z,-61.002,-53.7553,10,4.5,mb,South Shetland Islands
2024-08-31T13:04:47.984Z,-29.863,-71.6748,27.278,5,mwr,"33 km WNW of Coquimbo, Chile"
2024-08-31T13:04:14.319Z,31.9125,131.7998,44.209,4.9,mb,"36 km E of Miyazaki, Japan"
